Locations of bus and train stops of station-visits,time of day of station-visits,action at this station,number of station-visits per day
Bef Hasanah Mque,09:00,alighting,17.741935483870968
Bef Hasanah Mque,09:00,boarding,40.32258064516129
Bef Hasanah Mque,09:30,alighting,29.032258064516128
Bef Hasanah Mque,09:30,boarding,35.483870967741936
Bef Hasanah Mque,10:00,alighting,40.32258064516129
Bef Hasanah Mque,10:00,boarding,20.967741935483872
Bef Hasanah Mque,10:30,alighting,20.967741935483872
Bef Hasanah Mque,10:30,boarding,19.35483870967742
Bef Hasanah Mque,11:00,alighting,37.096774193548384
Bef Hasanah Mque,11:00,boarding,41.935483870967744
Bef Hasanah Mque,11:00,interchanging,1.6129032258064515
Bef Hasanah Mque,11:30,alighting,29.032258064516128
Bef Hasanah Mque,11:30,boarding,25.806451612903224
Bef Hasanah Mque,12:00,alighting,53.225806451612904
Bef Hasanah Mque,12:00,boarding,17.741935483870968
Bef Hasanah Mque,12:30,alighting,48.38709677419355
Bef Hasanah Mque,12:30,boarding,38.70967741935484
Bef Hasanah Mque,13:00,alighting,61.29032258064516
Bef Hasanah Mque,13:00,boarding,20.967741935483872
Bef Hasanah Mque,13:00,interchanging,1.6129032258064515
Bef Hasanah Mque,13:30,alighting,67.74193548387096
Bef Hasanah Mque,13:30,boarding,14.516129032258064
Bef Hasanah Mque,14:00,alighting,43.54838709677419
Bef Hasanah Mque,14:00,boarding,29.032258064516128
Bef Hasanah Mque,14:00,interchanging,1.6129032258064515
Bef Hasanah Mque,14:30,alighting,67.74193548387096
Bef Hasanah Mque,14:30,boarding,17.741935483870968
Bef Hasanah Mque,15:00,alighting,48.38709677419355
Bef Hasanah Mque,15:00,boarding,16.129032258064516
Bef Hasanah Mque,15:30,alighting,80.64516129032258
Bef Hasanah Mque,15:30,boarding,35.483870967741936
Bef Hasanah Mque,16:00,alighting,80.64516129032258
Bef Hasanah Mque,16:00,boarding,16.129032258064516
Bef Hasanah Mque,16:00,interchanging,1.6129032258064515
Bef Hasanah Mque,16:30,alighting,91.93548387096774
Bef Hasanah Mque,16:30,boarding,19.35483870967742
Bef Hasanah Mque,17:00,alighting,77.41935483870968
Bef Hasanah Mque,17:00,boarding,40.32258064516129
Bef Hasanah Mque,17:30,alighting,98.38709677419355
Bef Hasanah Mque,17:30,boarding,25.806451612903224
Bef Hasanah Mque,18:00,alighting,146.7741935483871
Bef Hasanah Mque,18:00,boarding,30.64516129032258
Bef Hasanah Mque,18:30,alighting,145.16129032258064
Bef Hasanah Mque,18:30,boarding,27.419354838709676
Bef Hasanah Mque,18:30,interchanging,1.6129032258064515
Bef Hasanah Mque,19:00,alighting,106.45161290322581
Bef Hasanah Mque,19:00,boarding,19.35483870967742
Bef Hasanah Mque,19:00,interchanging,1.6129032258064515
Bef Hasanah Mque,19:30,alighting,109.6774193548387
Bef Hasanah Mque,19:30,boarding,25.806451612903224
Bef Hasanah Mque,19:30,interchanging,1.6129032258064515
Bef Hasanah Mque,20:00,alighting,127.41935483870968
Bef Hasanah Mque,20:00,boarding,20.967741935483872
Bef Hasanah Mque,20:30,alighting,112.90322580645162
Bef Hasanah Mque,20:30,boarding,25.806451612903224
Bef Hasanah Mque,21:00,alighting,103.2258064516129
Bef Hasanah Mque,21:00,boarding,19.35483870967742
Bef Hasanah Mque,21:00,interchanging,1.6129032258064515
Bef Hasanah Mque,21:30,alighting,91.93548387096774
Bef Hasanah Mque,21:30,boarding,17.741935483870968
Bef Hasanah Mque,22:00,alighting,98.38709677419355
Bef Hasanah Mque,22:00,boarding,17.741935483870968
Bef Hasanah Mque,22:00,interchanging,1.6129032258064515
Bef Hasanah Mque,22:30,alighting,129.03225806451613
Bef Hasanah Mque,22:30,boarding,11.290322580645162
Bef Hasanah Mque,22:30,interchanging,1.6129032258064515
Bef Hasanah Mque,23:00,alighting,77.41935483870968
Bef Hasanah Mque,23:00,boarding,3.225806451612903
Bef Hasanah Mque,23:30,alighting,67.74193548387096
Bef Hasanah Mque,23:30,boarding,8.064516129032258
Bef Jurong Town Hall Rd,05:30,boarding,11.290322580645162
Bef Jurong Town Hall Rd,06:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,06:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,06:00,boarding,12.903225806451612
Bef Jurong Town Hall Rd,06:00,boarding,3.225806451612903
Bef Jurong Town Hall Rd,06:30,alighting,12.903225806451612
Bef Jurong Town Hall Rd,06:30,alighting,3.225806451612903
Bef Jurong Town Hall Rd,06:30,boarding,24.193548387096776
Bef Jurong Town Hall Rd,07:00,alighting,11.290322580645162
Bef Jurong Town Hall Rd,07:00,alighting,11.290322580645162
Bef Jurong Town Hall Rd,07:00,boarding,14.516129032258064
Bef Jurong Town Hall Rd,07:00,boarding,3.225806451612903
Bef Jurong Town Hall Rd,07:30,alighting,4.838709677419355
Bef Jurong Town Hall Rd,07:30,alighting,17.741935483870968
Bef Jurong Town Hall Rd,07:30,boarding,8.064516129032258
Bef Jurong Town Hall Rd,07:30,boarding,22.580645161290324
Bef Jurong Town Hall Rd,08:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,08:00,alighting,6.451612903225806
Bef Jurong Town Hall Rd,08:00,boarding,4.838709677419355
Bef Jurong Town Hall Rd,08:00,boarding,16.129032258064516
Bef Jurong Town Hall Rd,08:30,alighting,4.838709677419355
Bef Jurong Town Hall Rd,08:30,alighting,3.225806451612903
Bef Jurong Town Hall Rd,08:30,boarding,8.064516129032258
Bef Jurong Town Hall Rd,08:30,boarding,12.903225806451612
Bef Jurong Town Hall Rd,09:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,09:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,09:00,boarding,20.967741935483872
Bef Jurong Town Hall Rd,09:00,boarding,6.451612903225806
Bef Jurong Town Hall Rd,09:30,alighting,4.838709677419355
Bef Jurong Town Hall Rd,09:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,09:30,boarding,3.225806451612903
Bef Jurong Town Hall Rd,09:30,boarding,16.129032258064516
Bef Jurong Town Hall Rd,10:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,10:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,10:00,boarding,6.451612903225806
Bef Jurong Town Hall Rd,10:30,alighting,3.225806451612903
Bef Jurong Town Hall Rd,10:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,10:30,boarding,9.67741935483871
Bef Jurong Town Hall Rd,11:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,11:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,11:00,boarding,11.290322580645162
Bef Jurong Town Hall Rd,11:30,boarding,6.451612903225806
Bef Jurong Town Hall Rd,12:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,12:00,boarding,3.225806451612903
Bef Jurong Town Hall Rd,12:00,boarding,24.193548387096776
Bef Jurong Town Hall Rd,12:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,12:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,12:30,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,12:30,boarding,6.451612903225806
Bef Jurong Town Hall Rd,13:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,13:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,13:00,boarding,17.741935483870968
Bef Jurong Town Hall Rd,13:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,13:30,boarding,20.967741935483872
Bef Jurong Town Hall Rd,14:00,boarding,9.67741935483871
Bef Jurong Town Hall Rd,14:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,14:30,boarding,9.67741935483871
Bef Jurong Town Hall Rd,15:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,15:00,boarding,9.67741935483871
Bef Jurong Town Hall Rd,15:30,alighting,4.838709677419355
Bef Jurong Town Hall Rd,15:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,15:30,boarding,11.290322580645162
Bef Jurong Town Hall Rd,15:30,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,16:00,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,16:00,boarding,20.967741935483872
Bef Jurong Town Hall Rd,16:30,alighting,3.225806451612903
Bef Jurong Town Hall Rd,16:30,boarding,17.741935483870968
Bef Jurong Town Hall Rd,16:30,boarding,4.838709677419355
Bef Jurong Town Hall Rd,17:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,17:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,17:00,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,17:00,boarding,16.129032258064516
Bef Jurong Town Hall Rd,17:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,17:30,alighting,3.225806451612903
Bef Jurong Town Hall Rd,17:30,boarding,12.903225806451612
Bef Jurong Town Hall Rd,17:30,boarding,12.903225806451612
Bef Jurong Town Hall Rd,17:30,interchanging,1.6129032258064515
Bef Jurong Town Hall Rd,18:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,18:00,alighting,3.225806451612903
Bef Jurong Town Hall Rd,18:00,boarding,8.064516129032258
Bef Jurong Town Hall Rd,18:00,boarding,11.290322580645162
Bef Jurong Town Hall Rd,18:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,18:30,boarding,9.67741935483871
Bef Jurong Town Hall Rd,18:30,boarding,6.451612903225806
Bef Jurong Town Hall Rd,19:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,19:00,boarding,9.67741935483871
Bef Jurong Town Hall Rd,19:00,boarding,9.67741935483871
Bef Jurong Town Hall Rd,19:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,19:30,alighting,6.451612903225806
Bef Jurong Town Hall Rd,19:30,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,19:30,boarding,6.451612903225806
Bef Jurong Town Hall Rd,20:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,20:00,boarding,6.451612903225806
Bef Jurong Town Hall Rd,20:00,boarding,3.225806451612903
Bef Jurong Town Hall Rd,20:30,boarding,6.451612903225806
Bef Jurong Town Hall Rd,20:30,boarding,3.225806451612903
Bef Jurong Town Hall Rd,21:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,21:00,boarding,3.225806451612903
Bef Jurong Town Hall Rd,21:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,21:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,21:30,boarding,3.225806451612903
Bef Jurong Town Hall Rd,22:00,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,22:00,boarding,1.6129032258064515
Bef Jurong Town Hall Rd,22:30,alighting,1.6129032258064515
Bef Jurong Town Hall Rd,23:00,boarding,4.838709677419355
Bef Jurong Town Hall Rd,23:30,boarding,1.6129032258064515
Bef Pandan Gdns,00:00,alighting,8.064516129032258
Bef Pandan Gdns,00:00,interchanging,3.225806451612903
Bef Pandan Gdns,00:30,alighting,1.6129032258064515
Bef Pandan Gdns,00:30,boarding,1.6129032258064515
Bef Pandan Gdns,00:30,interchanging,1.6129032258064515
Bef Pandan Gdns,05:30,alighting,4.838709677419355
Bef Pandan Gdns,05:30,boarding,3.225806451612903
Bef Pandan Gdns,05:30,interchanging,4.838709677419355
Bef Pandan Gdns,06:00,alighting,8.064516129032258
Bef Pandan Gdns,06:00,boarding,16.129032258064516
Bef Pandan Gdns,06:00,interchanging,4.838709677419355
Bef Pandan Gdns,06:30,alighting,19.35483870967742
Bef Pandan Gdns,06:30,boarding,12.903225806451612
Bef Pandan Gdns,06:30,interchanging,6.451612903225806
Bef Pandan Gdns,07:00,alighting,62.903225806451616
Bef Pandan Gdns,07:00,boarding,11.290322580645162
Bef Pandan Gdns,07:00,interchanging,3.225806451612903
Bef Pandan Gdns,07:30,alighting,43.54838709677419
Bef Pandan Gdns,07:30,boarding,20.967741935483872
Bef Pandan Gdns,07:30,interchanging,14.516129032258064
Bef Pandan Gdns,08:00,alighting,32.25806451612903
Bef Pandan Gdns,08:00,boarding,20.967741935483872
Bef Pandan Gdns,08:00,interchanging,14.516129032258064
Bef Pandan Gdns,08:30,alighting,25.806451612903224
Bef Pandan Gdns,08:30,boarding,8.064516129032258
Bef Pandan Gdns,08:30,interchanging,1.6129032258064515
Bef Pandan Gdns,09:00,alighting,16.129032258064516
Bef Pandan Gdns,09:00,boarding,3.225806451612903
Bef Pandan Gdns,09:00,interchanging,3.225806451612903
Bef Pandan Gdns,09:30,alighting,12.903225806451612
Bef Pandan Gdns,09:30,boarding,9.67741935483871
Bef Pandan Gdns,09:30,interchanging,1.6129032258064515
Bef Pandan Gdns,10:00,alighting,11.290322580645162
Bef Pandan Gdns,10:00,boarding,6.451612903225806
Bef Pandan Gdns,10:00,interchanging,1.6129032258064515
Bef Pandan Gdns,10:30,alighting,12.903225806451612
Bef Pandan Gdns,10:30,boarding,4.838709677419355
Bef Pandan Gdns,10:30,interchanging,4.838709677419355
Bef Pandan Gdns,11:00,alighting,12.903225806451612
Bef Pandan Gdns,11:00,boarding,17.741935483870968
Bef Pandan Gdns,11:00,interchanging,1.6129032258064515
Bef Pandan Gdns,11:30,alighting,4.838709677419355
Bef Pandan Gdns,11:30,boarding,9.67741935483871
Bef Pandan Gdns,11:30,interchanging,4.838709677419355
Bef Pandan Gdns,12:00,alighting,14.516129032258064
Bef Pandan Gdns,12:00,boarding,12.903225806451612
Bef Pandan Gdns,12:30,alighting,17.741935483870968
Bef Pandan Gdns,12:30,boarding,12.903225806451612
Bef Pandan Gdns,13:00,alighting,14.516129032258064
Bef Pandan Gdns,13:00,boarding,16.129032258064516
Bef Pandan Gdns,13:30,alighting,19.35483870967742
Bef Pandan Gdns,13:30,boarding,11.290322580645162
Bef Pandan Gdns,13:30,interchanging,3.225806451612903
Bef Pandan Gdns,14:00,alighting,16.129032258064516
Bef Pandan Gdns,14:00,boarding,11.290322580645162
Bef Pandan Gdns,14:00,interchanging,1.6129032258064515
Bef Pandan Gdns,14:30,alighting,19.35483870967742
Bef Pandan Gdns,14:30,boarding,12.903225806451612
Bef Pandan Gdns,14:30,interchanging,4.838709677419355
Bef Pandan Gdns,15:00,alighting,17.741935483870968
Bef Pandan Gdns,15:00,boarding,3.225806451612903
Bef Pandan Gdns,15:00,interchanging,11.290322580645162
Bef Pandan Gdns,15:30,alighting,16.129032258064516
Bef Pandan Gdns,15:30,boarding,16.129032258064516
Bef Pandan Gdns,16:00,alighting,8.064516129032258
Bef Pandan Gdns,16:00,boarding,12.903225806451612
Bef Pandan Gdns,16:00,interchanging,4.838709677419355
Bef Pandan Gdns,16:30,alighting,9.67741935483871
Bef Pandan Gdns,16:30,boarding,11.290322580645162
Bef Pandan Gdns,16:30,interchanging,3.225806451612903
Bef Pandan Gdns,17:00,alighting,14.516129032258064
Bef Pandan Gdns,17:00,boarding,20.967741935483872
Bef Pandan Gdns,17:00,interchanging,3.225806451612903
Bef Pandan Gdns,17:30,alighting,9.67741935483871
Bef Pandan Gdns,17:30,boarding,14.516129032258064
Bef Pandan Gdns,17:30,interchanging,9.67741935483871
Bef Pandan Gdns,18:00,alighting,27.419354838709676
Bef Pandan Gdns,18:00,boarding,12.903225806451612
Bef Pandan Gdns,18:00,interchanging,12.903225806451612
Bef Pandan Gdns,18:30,alighting,27.419354838709676
Bef Pandan Gdns,18:30,boarding,16.129032258064516
Bef Pandan Gdns,18:30,interchanging,3.225806451612903
Bef Pandan Gdns,19:00,alighting,24.193548387096776
Bef Pandan Gdns,19:00,boarding,12.903225806451612
Bef Pandan Gdns,19:00,interchanging,1.6129032258064515
Bef Pandan Gdns,19:30,alighting,20.967741935483872
Bef Pandan Gdns,19:30,boarding,14.516129032258064
Bef Pandan Gdns,19:30,interchanging,3.225806451612903
Bef Pandan Gdns,20:00,alighting,22.580645161290324
Bef Pandan Gdns,20:00,boarding,11.290322580645162
Bef Pandan Gdns,20:00,interchanging,6.451612903225806
Bef Pandan Gdns,20:30,alighting,16.129032258064516
Bef Pandan Gdns,20:30,boarding,8.064516129032258
Bef Pandan Gdns,20:30,interchanging,6.451612903225806
Bef Pandan Gdns,21:00,alighting,12.903225806451612
Bef Pandan Gdns,21:00,boarding,12.903225806451612
Bef Pandan Gdns,21:00,interchanging,3.225806451612903
Bef Pandan Gdns,21:30,alighting,16.129032258064516
Bef Pandan Gdns,21:30,boarding,8.064516129032258
Bef Pandan Gdns,21:30,interchanging,1.6129032258064515
Bef Pandan Gdns,22:00,alighting,9.67741935483871
Bef Pandan Gdns,22:00,boarding,6.451612903225806
Bef Pandan Gdns,22:00,interchanging,1.6129032258064515
Bef Pandan Gdns,22:30,alighting,12.903225806451612
Bef Pandan Gdns,22:30,boarding,1.6129032258064515
Bef Pandan Gdns,22:30,interchanging,4.838709677419355
Bef Pandan Gdns,23:00,alighting,3.225806451612903
Bef Pandan Gdns,23:00,boarding,3.225806451612903
Bef Pandan Gdns,23:00,interchanging,4.838709677419355
Bef Pandan Gdns,23:30,alighting,12.903225806451612
Bef Pandan Gdns,23:30,boarding,1.6129032258064515
Bef Pandan Gdns,23:30,interchanging,4.838709677419355
Bef Seventh-Day Advent Ch,00:00,alighting,1.6129032258064515
Bef Seventh-Day Advent Ch,00:30,alighting,3.225806451612903
Bef Seventh-Day Advent Ch,01:00,alighting,1.6129032258064515
Bef Seventh-Day Advent Ch,05:30,alighting,20.967741935483872
Bef Seventh-Day Advent Ch,05:30,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,06:00,alighting,38.70967741935484
Bef Seventh-Day Advent Ch,06:00,boarding,6.451612903225806
Bef Seventh-Day Advent Ch,06:00,interchanging,4.838709677419355
Bef Seventh-Day Advent Ch,06:30,alighting,56.45161290322581
Bef Seventh-Day Advent Ch,06:30,boarding,9.67741935483871
Bef Seventh-Day Advent Ch,06:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,07:00,alighting,53.225806451612904
Bef Seventh-Day Advent Ch,07:00,boarding,8.064516129032258
Bef Seventh-Day Advent Ch,07:00,interchanging,16.129032258064516
Bef Seventh-Day Advent Ch,07:30,alighting,75.80645161290323
Bef Seventh-Day Advent Ch,07:30,boarding,8.064516129032258
Bef Seventh-Day Advent Ch,07:30,interchanging,8.064516129032258
Bef Seventh-Day Advent Ch,08:00,alighting,64.51612903225806
Bef Seventh-Day Advent Ch,08:00,boarding,9.67741935483871
Bef Seventh-Day Advent Ch,08:00,interchanging,6.451612903225806
Bef Seventh-Day Advent Ch,08:30,alighting,50
Bef Seventh-Day Advent Ch,08:30,boarding,3.225806451612903
Bef Seventh-Day Advent Ch,08:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,09:00,alighting,53.225806451612904
Bef Seventh-Day Advent Ch,09:00,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,09:30,alighting,32.25806451612903
Bef Seventh-Day Advent Ch,09:30,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,10:00,alighting,32.25806451612903
Bef Seventh-Day Advent Ch,10:00,boarding,4.838709677419355
Bef Seventh-Day Advent Ch,10:30,alighting,40.32258064516129
Bef Seventh-Day Advent Ch,11:00,alighting,38.70967741935484
Bef Seventh-Day Advent Ch,11:00,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,11:00,interchanging,3.225806451612903
Bef Seventh-Day Advent Ch,11:30,alighting,43.54838709677419
Bef Seventh-Day Advent Ch,11:30,boarding,6.451612903225806
Bef Seventh-Day Advent Ch,11:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,12:00,alighting,38.70967741935484
Bef Seventh-Day Advent Ch,12:00,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,12:00,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,12:30,alighting,32.25806451612903
Bef Seventh-Day Advent Ch,12:30,boarding,3.225806451612903
Bef Seventh-Day Advent Ch,12:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,13:00,alighting,38.70967741935484
Bef Seventh-Day Advent Ch,13:00,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,13:30,alighting,41.935483870967744
Bef Seventh-Day Advent Ch,13:30,boarding,1.6129032258064515
Bef Seventh-Day Advent Ch,13:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,14:00,alighting,24.193548387096776
Bef Seventh-Day Advent Ch,14:00,boarding,3.225806451612903
Bef Seventh-Day Advent Ch,14:00,interchanging,3.225806451612903
Bef Seventh-Day Advent Ch,14:30,alighting,38.70967741935484
Bef Seventh-Day Advent Ch,14:30,boarding,3.225806451612903
Bef Seventh-Day Advent Ch,14:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,15:00,alighting,27.419354838709676
Bef Seventh-Day Advent Ch,15:30,alighting,17.741935483870968
Bef Seventh-Day Advent Ch,15:30,interchanging,4.838709677419355
Bef Seventh-Day Advent Ch,16:00,alighting,40.32258064516129
Bef Seventh-Day Advent Ch,16:00,boarding,4.838709677419355
Bef Seventh-Day Advent Ch,16:00,interchanging,4.838709677419355
Bef Seventh-Day Advent Ch,16:30,alighting,35.483870967741936
Bef Seventh-Day Advent Ch,17:00,alighting,40.32258064516129
Bef Seventh-Day Advent Ch,17:00,boarding,4.838709677419355
Bef Seventh-Day Advent Ch,17:00,interchanging,3.225806451612903
Bef Seventh-Day Advent Ch,17:30,alighting,33.87096774193548
Bef Seventh-Day Advent Ch,17:30,boarding,8.064516129032258
Bef Seventh-Day Advent Ch,17:30,interchanging,1.6129032258064515
Bef Seventh-Day Advent Ch,18:00,alighting,46.774193548387096
Bef Seventh-Day Advent Ch,18:00,boarding,4.838709677419355
Bef Seventh-Day Advent Ch,18:00,interchanging,4.838709677419355
Bef Seventh-Day Advent Ch,18:30,alighting,54.83870967741935
Bef Seventh-Day Advent Ch,18:30,boarding,3.225806451612903
Bef Seventh-Day Advent Ch,18:30,interchanging,6.451612903225806
